"rank","name","other_names","population_0","population_1000","population_1500","population_1800","population_1900","population_1950","population_1975","population_2025","max_area","max_density"
"#1.","Istanbul","",0,0,0,0,0,0,5122743.999999998,14210222,1269,11307.999999999996
"#2.","Tehran; Eslamshahr; Qods","",0,0,0,0,0,0,4151573.0000000033,9363124,825,11349
"#3.","Riyadh","",0,0,0,0,0,0,631623.0000000002,7970319,1108,7193
"#4.","Baghdad","",0,0,0,0,0,0,2048748.0000000007,6891722,688,10017
"#5.","Amman; Zarqa; Sahab; Al-Ruseifa","",0,0,0,0,0,0,807194.0000000006,6425246,520,12356
"#6.","Mashhad","",0,0,0,0,0,0,1283297.9999999995,5377005,474,11344
"#7.","Jeddah","",0,0,0,0,0,0,480306.0000000001,4842257,696,6957
"#8.","Dubai; Sharjah; Ajman","",0,0,0,0,0,0,140677.00000000012,4565478,854,5346
"#9.","Tehrân","Teheran",0,0,0,26818.18181818183,123956,1043003,0,0,1515.3488404654022,22346.619857002184
"#10.","Damascus","",0,0,0,0,0,0,1145306.0000000005,3771638,270,13969
"#11.","Aleppo","",0,0,0,0,0,0,638527.0000000006,3084136,243,15470.999999999993
"#12.","Sana'a","",0,0,0,0,0,0,153997.99999999997,3759520,218,17246
"#13.","Kuwait City; Jileeb Al-Shiyukh; Jabriya; Rumaithiya; Ishbilya; Salam; North West Sulaibikhat; Siddeeq; Doha; Rihab; Dasma; Rawda","",0,0,0,0,0,0,767946.9999999995,3703486,490,7558
"#14.","Ankara","",0,0,0,0,0,0,1258802.9999999995,3695989,357,10353
"#15.","Karaj; Andishe","",0,0,0,0,0,0,837567.0000000005,3585417,299,11991
"#16.","Izmir","",0,0,0,0,0,0,1580457.0000000005,2457529,307,9907.999999999998
"#17.","Baghdád","Bagdad, Baghdâd",0,1100000,90000,79018,202500,353200,0,0,308.1785204678226,37252.87590080621
"#18.","Dammam; Al Khubar","",0,0,0,0,0,0,316405.00000000006,2634829,508,5187
"#19.","Tel Aviv; Rishon LeZion; Petah Tikva; Holon; Bat Yam; Raanana; Kfar Saba","",0,0,0,0,0,0,600193.0000000001,2628335,333,7893
